sure,ayet_no,kac_kez,ayet_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Yasin,3,1,Sen elbette dosdoğru yol üzere gönderilen peygamberlerdensin.,"İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,55,1,"O gün cennetlikler, nimetler içinde safa sürerler.","İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,58,1,Onlara merhamet sahibi Rabbin söylediği selam vardır.,"İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,61,1,Bana kulluk edin. İşte dosdoğru yol budur.,"İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,63,1,İnkar ettiğinizden dolayı bugün girin oraya!,"İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yasin,78,1,Onları ilk başta yaratmış olan Allah diriltecektir.,"İman, Tevhid ve Ahiret",30.05.2025,YÂSÎN SÛRESİ: KUR’AN’IN KALBİ
Yunus,26,1,"İyilik edenleri iyilikle mükâfatlandırırız, kendilerine daha da fazlasını veririz. Onların yüzleri kararmayacak, onlar zillete de düşmeyeceklerdir. İşte onlar cennetliklerdir ve orada ebedî kalacaklardır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",19.06.2015,VAKİT İYİLİK VAKTİ: BU RAMAZAN VE HER ZAMAN
Yunus,57,1,"Ey insanlar! İşte size Rabbinizden bir öğüt, kalplere bir şifa ve inananlar için yol gösterici bir rehber ve rahmet (olan Kur'an) geldi.",Kur'an-ı Kerim,12.06.2015,KUR’AN AYINDA KUR’AN’LA BULUŞALIM!
Yusuf,101,1,Rabbim! Beni Müslüman olarak öldür ve salih kulların arasına kat!,"İman, Tevhid ve Ahiret",08.08.2014,"SADIK İMAN, SAMİMİ NİYET, SALİH AMEL"
Zariyat,19,1,"Onların mallarında, muhtaç ve yoksullar için bir pay vardır","Ekonomik Hayat: Kazanç, Zekat ve İsraf",06.03.2026,ZEKÂT VE FITIR SADAKASI
Zümer,3,1,Bilinmelidir ki hâlis dindarlık yalnız Allah için olanıdır.,"Ramazan, Oruç ve Bayramlar",31.05.2019,KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE
Zümer,73,1,"Nihayet oraya vardıklarında cennetin kapıları açılır ve cennet bekçileri onlara şöyle der: Selam olsun size! Hoş geldiniz. Haydi, ebedi kalmak üzere buyurun girin cennete!","İman, Tevhid ve Ahiret",20.11.2020,CENNET: MÜMİNLERİ BEKLEYEN SONSUZ NİMET
İnsan,8,1,"Onlar, yiyeceklerini yoksula, yetime ve esire seve seve ikram ederler. Ve şöyle derler: Biz size Allah için ikram ediyoruz; sizden ne bir karşılık ne de bir teşekkür bekliyoruz","Toplumsal Dayanışma, Merhamet ve Kardeşlik",28.11.2025,FEDAKÂRLIĞIN ZİRVESİ: ÎSÂR
İnşirah,8,1,Ancak Rabbine yönel.,"Kandiller, Muharrem ve Mübarek Geceler",20.01.2023,ALLAH’IM! ÜÇ AYLARI BİZE BEREKETLİ KIL
İsra,26,1,"Akrabaya, yoksula, yolda kalmışa haklarını ver! Malını israf ile saçıp savurma! Zira saçıp savuranlar, şeytanın dostları, kardeşleridir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
İsra,27,1,...Saçıp savuranlar şeytanların kardeşleridir...,"Aile, Çocuk ve Nesil",13.06.2025,DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR
İsra,80,1,"Ve şöyle niyaz et: Rabbim! Gireceğim yere doğruluk, dürüstlük ve sıdk ile girmemi sağla; çıkacağım yerden de doğruluk, dürüstlük ve sıdk ile çıkmamı sağla. Bana yüce katından tarafından, hakkıyla yardım edici bir kuvvet ihsan eyle!","Ahlak, Erdem ve Söz",04.04.2014,DOĞRULUK VE SADAKA
Şems,7,1,"Nefse ve onu şekillendirip düzenleyene; ona kötü ve iyi olma kabiliyeti verene yemin olsun ki, nefsini arındıran elbette kurtuluşa ermiştir. Onu arzularıyla baş başa bırakan da ziyana uğramıştır.","Sabır, Tevekkül ve Manevi Olgunluk",30.11.2018,NEFİS: İYİ VE KÖTÜNÜN MÜCADELE ALANI
Şuara,3,1,İman etmiyorlar diye neredeyse kendini helâk edeceksin!,Peygamberimiz ve Ashab,22.10.2021,"ONUN BİZE MİRASI, EŞSİZ VEFASI"
Şuara,78,1,"Allah, beni yaratan ve bana doğru yolu gösterendir. O, beni yediren ve içirendir. Hastalandığımda da bana şifayı Allah verir. O, benim canımı alacak ve sonra diriltecek olandır. O, hesap gününde, hatalarımı bağışlayacağını umduğumdur. Rabbim! Bana hikmet ver ve beni sâlihlerin arasına kat!","Sabır, Tevekkül ve Manevi Olgunluk",06.02.2015,ŞÜKÜR NİMETLERİ ARTIRIR
Şura,30,1,Başınıza gelen her musibet kendi yapıp ettikleriniz yüzündendir; kaldı ki Allah birçoğunu da bağışlar.,"Afet, Kriz ve Sağlık",16.08.2019,GÜVENLİ BİR HAYAT İÇİN AFETLERE HAZIR OLALIM
Şura,37,1,"O müminler ki, büyük günahlardan ve hayâsızlıktan kaçınırlar. Öfkelendikleri zaman affederler.","Ahlak, Erdem ve Söz",19.04.2024,HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM
Şura,39,1,Onlara haksız bir saldırı yapıldığında elbirliğiyle kendilerini savunurlar.,İslam Coğrafyası ve Küresel Meseleler,11.04.2025,"ÜMMET OLMAK, BİRLİK OLMAKTIR"
