sure,ayet_no,kac_kez,ayet_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Al-i İmran,104,4,"İçinizden hayra çağıran, iyiliği emreden, kötülükten meneden bir topluluk bulunsun; işte onlar kurtuluşa erenlerdir.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",22.11.2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR"
Al-i İmran,104,4,"İçinizden hayra çağıran, iyiliği emredip kötülüğü meneden bir topluluk bulunsun. İşte onlar kurtuluşa erenlerdir.","Vatan, Millet ve Tarih",24.05.2024,İSLAM MEFKÛRESİNİ DİRİ TUTALIM
Al-i İmran,104,4,"İçinizden hayra çağıran, iyiliği emredip kötülüğü meneden bir topluluk bulunsun. İşte onlar, kurtuluşa erenlerdir","Vatan, Millet ve Tarih",29.05.2026,FETİH RUHU VE VAKIF MEDENİYETİ
Al-i İmran,8,4,"Rabbimiz! Bizi doğru yola eriştirdikten sonra kalplerimizi saptırma! Bize tarafından bir rahmet bağışla! Hiç kuşku yok ki, lütfu bol olan yalnız sensin.","İman, Tevhid ve Ahiret",04.12.2015,BEDEN ÜLKESİNİN SULTANI: KALP
Al-i İmran,8,4,"Rabbimiz! Bizi doğru yola eriştirdikten sonra kalplerimizi saptırma! Bize tarafından bir rahmet bağışla. Hiç kuşku yok, lütfu bol olan yalnız Sensin.","Sabır, Tevekkül ve Manevi Olgunluk",07.03.2014,İMAN VE İSTİKAMET ÜZERE OLMAK
Al-i İmran,8,4,"Rabbimiz! Bizi doğru yola eriştirdikten sonra kalplerimizi saptırma, bize tarafından bir rahmet bağışla! Kuşku yok ki lütfu bol olan yalnız sensin","İman, Tevhid ve Ahiret",17.11.2017,ALLAH KATINDA DİN İSLAM’DIR
Al-i İmran,8,4,"Rabbimiz! Bizi doğru yola eriştirdikten sonra kalplerimizi saptırma, bize tarafından bir rahmet bağışla. Kuşku yok ki lütfu bol olan yalnız sensin","İman, Tevhid ve Ahiret",28.10.2016,DÎN-İ MÜBÎN-İ İSLAM
Asr,1,4,"Asra yemin olsun ki, insan gerçekten ziyandadır. Ancak, iman edip salih ameller işleyenler, birbirlerine hakkı ve sabrı tavsiye edenler bundan müstesnadır.","Sabır, Tevekkül ve Manevi Olgunluk",19.12.2025,HER ANIMIZI EBEDİ KAZANCA DÖNÜŞTÜREBİLİRİZ
Asr,1,4,"Asra yemin ederim ki insan gerçekten ziyan içindedir. Ancak iman edip iyi ameller işleyenler, birbirlerine hakkı ve sabrı tavsiye edenler bundan müstesnadır.","Ahlak, Erdem ve Söz",26.11.2021,MÜMİN FAYDASIZ SÖZLERDEN VE LÜZUMSUZ İŞLERDEN UZAK DURUR
Asr,1,4,"Asra yemin ederim ki, İnsanlar gerçekten ziyandadır. Ancak iman edip dünya ve ahireti için yararlı işler yapanlar, birbirlerine hakkı ve sabrı tavsiye edenler başkadır.","Sabır, Tevekkül ve Manevi Olgunluk",26.12.2014,PAHA BİÇİLMEZ SERMAYE: ÖMÜR
Asr,1,4,"Andolsun zamana ki, insan gerçekten ziyan içindedir. Ancak, iman edip, sâlih ameller işleyenler, birbirlerine hakkı tavsiye edenler, birbirlerine sabrı tavsiye edenler başka, onlar ziyanda değillerdir.","Kandiller, Muharrem ve Mübarek Geceler",28.01.2022,ÜÇ AYLAR: RAHMET VE MAĞFİRET VESİLEMİZ
Bakara,155,4,"Sizi biraz korku ve açlıkla; mallardan, canlardan ve ürünlerden biraz azaltma ile deneriz. (Ey Peygamber!) Sabredenleri müjdele!","Sabır, Tevekkül ve Manevi Olgunluk",12.12.2014,"MUSİBETLER KARŞISINDA SABIR, MÜMİNCE BİR TAVIRDIR"
Bakara,155,4,"Andolsun ki sizi biraz korku ve açlıkla; mallardan, canlardan ve ürünlerden eksiltmekle sınayacağız. Sabredenleri müjdele!","Sabır, Tevekkül ve Manevi Olgunluk",22.11.2019,MUSİBETLER KARŞISINDA MÜMİNİN TAVRI
Bakara,155,4,"Andolsun ki sizi biraz korku ve açlıkla; mallardan, canlardan ve ürünlerden eksiltmekle sınayacağız. Sabredenleri müjdele!","Sabır, Tevekkül ve Manevi Olgunluk",26.02.2021,ZOR ZAMANLARDA MANEVİYATIMIZDAN DESTEK ALMAK
Bakara,155,4,"Andolsun ki sizi biraz korku ve açlıkla; mallardan, canlardan ve ürünlerden eksiltmekle sınayacağız. Sabredenleri müjdele!","Afet, Kriz ve Sağlık",31.01.2020,AFETLERE KARŞI BİLİNÇLİ OLALIM
Bakara,186,4,"Kullarım, beni senden sorarlarsa, bilsinler ki, gerçekten ben onlara çok yakınım. Bana dua edince, dua edenin duasına cevap veririm. O halde, doğru yolu bulmaları için benim davetime uysunlar, bana iman etsinler.","Kandiller, Muharrem ve Mübarek Geceler",03.04.2020,BERAT GECESİ: AF VE ARINMA VESİLESİ
Bakara,186,4,"Kullarım, beni sana sorduklarında, bilsinler ki, ben onlara çok yakınım. Dua edenin duasına karşılık veririm. Öyleyse kullarım davetime uysunlar ve bana iman etsinler ki doğru yolu bulsunlar.",İbadet ve Kulluk,03.05.2024,DUA: RABBİMİZE SIĞINMANIN SÖZLÜ İFADESİ
Bakara,186,4,"Kullarım, beni sana sorarlarsa, bilsinler ki, ben onlara çok yakınım. Bana dua edince, dua edenin duasına karşılık veririm. Şu halde kullarım benim davetime uysunlar ve bana iman etsinler ki doğru yolu bulsunlar.",İbadet ve Kulluk,10.01.2020,PEYGAMBERİMİZİN DİLİNDEN DUALAR
Bakara,186,4,Bana dua ettiğinde dua edenin dileğine karşılık veririm.,İbadet ve Kulluk,10.02.2017,MÜMİNCE YAKARIŞIN ADI: DUA
Fatiha,5,4,Rabbimiz! Ancak sana kulluk eder ve yalnız senden yardım dileriz. Bizi dosdoğru yola ilet. Nimet verdiklerinin yoluna; gazaba uğramışların ve sapmışların yolunu değil!,"Sabır, Tevekkül ve Manevi Olgunluk",01.01.2016,RABBİMİZ! BİZİ DOSDOĞRU YOLA İLET!
Fatiha,5,4,"Rabbimiz! Yalnız sana ibadet eder ve yalnız senden yardım dileriz. Bizi doğru yola, kendilerine nimet verdiklerinin yoluna ilet; gazaba uğrayanların ve sapıtanların yoluna değil!","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.04.2016,TEVHİD VE VAHDET MEDENİYETİ
Fatiha,5,4,Ey Rabbimiz! Ancak sana kulluk eder ve yalnız senden yardım dileriz.,"İman, Tevhid ve Ahiret",18.11.2022,İMAN VE İSTİKAMET
Fatiha,5,4,Ancak sana ibadet eder ve ancak senden yardım dileriz,İbadet ve Kulluk,23.03.2018,İBADET HAYATIMIZ VE GÖNÜL DÜNYAMIZ
Furkan,67,4,"Onlar, harcama yaptıklarında ne israf ederler, ne de cimri davranırlar. Bu ikisi arasında bir yol tutarlar.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",05.05.2023,İSRAF: TÜKETİRKEN TÜKENMEK
Furkan,67,4,"Onlar, harcama yaptıklarında ne israf ederler, ne de cimri davranırlar. Bu ikisi arasında bir yol tutarlar.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.06.2018,"AFİYET OLSUN, İSRAF OLMASIN"
Furkan,67,4,"Onlar, harcama yaptıklarında ne israf ederler, ne de cimri davranırlar. Bu ikisi arasında bir yol tutarlar.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.02.2018,"İSRAF, DİNÎ VE AHLAKÎ BİR İFLASTIR"
Furkan,67,4,"Onlar, harcama yaptıklarında ne israf ederler, ne de cimri davranırlar. Bu ikisi arasında bir yol tutarlar.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",25.01.2013,ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF
Fussilet,34,4,İyilikle kötülük bir olmaz. Sen kötülüğü en güzel şekilde önle. O zaman bir de göreceksin ki seninle arasında düşmanlık bulunan kimse sımsıcak bir dost oluvermiş.,"Sabır, Tevekkül ve Manevi Olgunluk",01.02.2019,RIFK: ALLAH HER İŞTE ZERAFETİ SEVER
Fussilet,34,4,İyilikle kötülük bir olmaz. Sen kötülüğü iyilikle önle. O zaman göreceksin ki seninle arasında düşmanlık bulunan kimse samimi bir dost oluvermiş!,"Ramazan, Oruç ve Bayramlar",07.03.2025,İYİLİK AYI RAMAZAN
Fussilet,34,4,İyilikle kötülük bir olmaz. Sen kötülüğü iyilikle önle. O zaman göreceksin ki seninle arasında düşmanlık bulunan kimse sımsıcak bir dost oluvermiş!,"Ahlak, Erdem ve Söz",08.03.2019,İYİLİK PAYLAŞTIKÇA ÇOĞALIR
Fussilet,34,4,"İyilikle kötülük asla bir olmaz. Kötülüğü en güzel bir şekilde iyilikle ortadan kaldır. O zaman göreceksin ki, seninle arasında husumet bulunan kimse sanki sıcak bir dost oluvermiştir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.03.2016,DÜNYAYI İYİLİK DEĞİŞTİRİR
Haşr,10,4,"Rabbimiz! Bizi ve bizden önce iman etmiş olan kardeşlerimizi bağışla. Kalplerimizde, iman edenlere karşı hiçbir kin tutturma! Rabbimiz! Şüphesiz sen çok esirgeyicisin, çok merhametlisin.",Peygamberimiz ve Ashab,10.01.2014,MEVLİD-İ NEBİ
Haşr,10,4,"Rabbimiz! Bizi ve bizden önce iman etmiş olan kardeşlerimizi bağışla. Kalplerimizde, iman edenlere karşı hiçbir kin tutturma! Rabbimiz! Şüphesiz sen çok esirgeyicisin, çok merhametlisin.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",10.10.2014,BİZ KARDEŞİZ
Haşr,10,4,"… Rabbimiz! Bizi ve bizden önceki iman etmiş kardeşlerimizi bağışla; kalplerimizde iman edenlere karşı kötü bir düşünce ve duyguya yer bırakma. Rabbimiz! Kuşkusuz sen çok şefkatlisin, çok merhametlisin.","Kandiller, Muharrem ve Mübarek Geceler",16.10.2015,MERHAMET İKSİRİNİ YUDUMLAYABİLMEK
Haşr,10,4,"Rabbimiz, bizi ve bizden önceki iman etmiş kardeşlerimizi bağışla. Kalplerimizde iman edenlere karşı hiçbir kin tutturma. Şüphesiz sen çok şefkatlisin, çok merhametlisin.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",23.07.2021,MÜSLÜMAN’IN MÜSLÜMAN ÜZERİNDEKİ HAKLARI
Hucurat,12,4,Ey iman edenler! Zannın çoğundan kaçının. Çünkü zannın bir kısmı günahtır. Birbirinizin kusurunu araştırmayın. Kimse kimseyi arkasından çekiştirmesin…,"Ahlak, Erdem ve Söz",04.09.2015,"KARDEŞLİĞİ KÖRELTEN AFETLER: TECESSÜS, SU-İ ZAN…"
Hucurat,12,4,Ey iman edenler! Zannın çoğundan kaçının. Çünkü öyle zanlar vardır ki günahtır...,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
Hucurat,12,4,Birbirinizin kusurlarını ve mahremini araştırmayın.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",17.01.2020,TEKNOLOJİ BAĞIMLILIĞI VE SOSYAL MEDYA AHLAKI
Hucurat,12,4,Ey iman edenler! Zannın çoğundan kaçının. Çünkü zannın bir kısmı günahtır. Birbirinizin kusurunu araştırmayın. Birbirinizin gıybetini yapmayın…,"Ahlak, Erdem ve Söz",18.04.2025,HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI
Hucurat,13,4,"Ey insanlar! Şüphe yok ki, biz sizi bir erkek ve bir dişiden yarattık ve birbirinizle tanışasınız diye sizi boylara ve kabilelere ayırdık. Allah katında en değerli olanınız, O'na karşı gelmekten en çok sakınanınızdır. Şüphesiz Allah hakkıyla bilendir, hakkıyla haberdâr olandır.","Aile, Çocuk ve Nesil",05.06.2015,"İSLÂM, IRKÇILIĞIN HER TÜRLÜSÜNÜ REDDEDER"
Hucurat,13,4,"Ey insanlar! Şüphe yok ki, biz sizi bir erkek ve bir dişiden yarattık ve birbirinizi tanımanız için sizi boylara ve kabilelere ayırdık. Allah katında en değerli olanınız, O'na karşı gelmekten en çok sakınanınızdır. Şüphesiz Allah hakkıyla bilendir, hakkıyla haberdar olandır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",10.04.2015,HZ. PEYGAMBER VE BİRLİKTE YAŞAMA AHLAKI
Hucurat,13,4,Ey insanlar! Şüphesiz sizi bir erkek ile bir kadından yarattık…,"Aile, Çocuk ve Nesil",12.05.2023,"KADIN VE ERKEK: HÜRMETE LAYIK, SAYGIN VARLIK"
Hucurat,13,4,"Allah katında en değerliniz, en derin takva bilincine sahip olanınızdır","Ahlak, Erdem ve Söz",20.12.2019,TAKVA: EN HAYIRLI AZIĞIMIZ
Hud,112,4,"Emrolunduğun gibi dosdoğru ol. Beraberindeki tövbe edenler de dosdoğru olsunlar. Hak ve adalet ölçülerini aşmayın. Şüphesiz Allah, yaptıklarınızı hakkıyla görmektedir.","Ahlak, Erdem ve Söz",04.02.2022,SÖZ VE DAVRANIŞLARIMIZDA DOĞRU OLALIM
Hud,112,4,Emrolunduğun gibi dosdoğru ol.,"İman, Tevhid ve Ahiret",18.11.2022,İMAN VE İSTİKAMET
Hud,112,4,Emrolunduğun gibi dosdoğru ol.,"Ahlak, Erdem ve Söz",29.09.2023,"PEYGAMBERİMİZ, İMAN VE İSTİKAMET"
Hud,112,4,Emrolunduğun gibi dosdoğru ol.,"Kandiller, Muharrem ve Mübarek Geceler",31.05.2019,KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE
Kaf,18,4,İnsan hiçbir söz söylemez ki onun yanında yaptıklarını gözetleyen ve kaydeden hazır bir melek bulunmasın.,"Sabır, Tevekkül ve Manevi Olgunluk",02.10.2020,MURAKABE VE MUHASEBE BİLİNCİ
Kaf,18,4,İnsan hiçbir söz söylemez ki onun yanında yaptıklarını gözetleyen ve kaydeden hazır bir melek bulunmasın.,"Ahlak, Erdem ve Söz",07.02.2025,"DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİDİR"
Kaf,18,4,"İnsanın yanında, söylediği her sözü kaydeden bir melek mutlaka hazır bulunur.","Ahlak, Erdem ve Söz",22.05.2026,SÖZ AHLAKI VE SOSYAL MEDYA
Kaf,18,4,İnsan hiçbir söz söylemez ki onun yanında yaptıklarını gözetleyen ve kaydeden hazır bir melek bulunmasın,"Ahlak, Erdem ve Söz",25.09.2026,TEBLİĞ SORUMLULUĞUMUZ
Kehf,46,4,"Ölümsüz olan iyi işler, Rabbinin nezdinde hem sevapça daha hayırlı, hem de ümit bağlamaya daha lâyıktır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",14.05.2021,VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ
Kehf,46,4,dünya hayatının süsü,"Aile, Çocuk ve Nesil",20.04.2018,YARINLARIMIZIN ÜMİDİ ÇOCUKLARIMIZ
Kehf,46,4,dünya hayatının süsü,"Aile, Çocuk ve Nesil",20.06.2025,"HER YAZ YENİ BİR HEYECAN: CAMİ, ÇOCUK VE KUR’AN"
Kehf,46,4,"Servet ve evlatlar, dünya hayatının süsüdür. Baki kalacak salih ameller ise, Rabbinin nezdinde hem sevapça daha hayırlı hem de ümit bağlamaya daha lâyıktır.","Aile, Çocuk ve Nesil",30.10.2020,PEYGAMBERİMİZ VE ÇOCUK
Kıyamet,36,4,"İnsan, kendisinin başıboş bırakılacağını mı zanneder?",İbadet ve Kulluk,05.12.2025,"İNSAN, HUZURU İBADETLE ELDE EDER"
Kıyamet,36,4,"İnsan, kendisinin başıboş bırakılacağını mı zanneder?","İman, Tevhid ve Ahiret",06.11.2020,MÜMİN SORUMLULUK SAHİBİDİR
Kıyamet,36,4,"İnsan, kendisinin başıboş bırakılacağını mı zannediyor?","Ahlak, Erdem ve Söz",28.03.2014,HÜRRİYET VE MESULİYET
Kıyamet,36,4,"İnsan, kendisinin başıboş bırakılacağını mı zanneder?","Sabır, Tevekkül ve Manevi Olgunluk",28.12.2018,BİR ÖMÜR SORUMLULUK BİLİNCİYLE YAŞAMAK
Mülk,2,4,"Allah, hanginizin daha güzel işler yapacağını sınamak için ölümü ve hayatı yaratandır. O, güçlüdür, bağışlayandır.","Sabır, Tevekkül ve Manevi Olgunluk",25.12.2015,SAYILI NEFESLERİMİZİ TÜKETİRKEN…
Mülk,2,4,"Allah, hanginizin işini daha güzel yapacağını sınamak için ölümü ve hayatı yaratandır. O, mutlak güç sahibidir, çok bağışlayandır.",İslam Coğrafyası ve Küresel Meseleler,26.01.2024,MÜLK SÛRESİNDEN MESAJLAR
Mülk,2,4,"Allah, hanginizin işini daha güzel yapacağını sınamak için ölümü de hayatı da yaratandır…","Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.04.2024,HER İŞİN BİR AHLAKI VARDIR
Mülk,2,4,"Allah, hanginizin daha iyi amel işlediğini ortaya koymak amacıyla sizi imtihan etmek için ölümü ve hayatı yaratandır. O, mutlak güç sahibidir, çok bağışlayandır.","Sabır, Tevekkül ve Manevi Olgunluk",29.12.2017,EŞSİZ SERMAYEMİZ: ÖMÜR
Nahl,125,4,Rabbinin yoluna hikmetle ve güzel öğütle davet et.,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",08.09.2023,"İLİM YOLU, CENNET YOLUDUR"
Nahl,125,4,Rabbinin yoluna hikmetle ve güzel öğütle davet et…,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2025,ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ
Nahl,125,4,Rabbinin yoluna hikmetle ve güzel öğütle davet et,"Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",24.04.2026,MERHAMET EĞİTİMİ
Nahl,125,4,Rabbinin yoluna hikmetle ve güzel öğütle davet et…,"Ahlak, Erdem ve Söz",25.09.2026,TEBLİĞ SORUMLULUĞUMUZ
Nisa,29,4,"Ey iman edenler! Karşılıklı rızaya dayanan ticaret dışında, mallarınızı aranızda haksız ve haram yollarla yemeyin ve kendinizi helak etmeyin. Şüphesiz Allah size karşı çok merhametlidir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",15.09.2023,AHÎLİK: DÜRÜSTLÜK VE MERHAMETİ TİCARETE HÂKİM KILMAK
Nisa,29,4,"Ey iman edenler! Mallarınızı aranızda haksız yollarla değil, karşılıklı rıza ile yapılan ticaretle yiyin, haram ile kendinizi mahvetmeyin. Şüphesiz Allah size karşı çok merhametlidir.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",17.09.2021,TİCARET HAYATINDA HELAL HARAM BİLİNCİ
Nisa,29,4,Kendinizi öldürmeyin!,"Vatan, Millet ve Tarih",26.08.2016,HAYAT VEREN DİN: İSLÂM
Nisa,29,4,Ey iman edenler! Karşılıklı rızâya dayanan ticaret dışında mallarınızı aranızda batıl yollarla yemeyin. Kendinizi helak etmeyin.,"Kandiller, Muharrem ve Mübarek Geceler",31.05.2019,KADİR GECESİ: KUR'ÂN İLE ŞEREFLENEN GECE
Saff,8,4,Kâfirler istemeseler de Allah nurunu tamamlayacaktır.,İslam Coğrafyası ve Küresel Meseleler,13.10.2023,ZULÜMLE ÂBÂD OLUNMAZ
Saff,8,4,Kâfirler istemeseler de Allah nurunu tamamlayacaktır.,Peygamberimiz ve Ashab,13.12.2024,HER ZORLUKTAN SONRA KOLAYLIK VARDIR
Saff,8,4,Kâfirler istemeseler de Allah nurunu tamamlayacaktır.,"Vatan, Millet ve Tarih",25.10.2024,VATAN MÜDAFAASI MUKADDESTİR
Saff,8,4,Kâfirler istemese de Allah nurunu tamamlayacaktır.,"Ramazan, Oruç ve Bayramlar",30.03.2025,RAMAZAN BAYRAMI: SEVİNÇ VE KARDEŞLİK GÜNLERİ
Tevbe,111,4,"Şüphesiz Allah, müminlerden canlarını ve mallarını, kendilerine vereceği cennet karşılığında satın almıştır…","Ekonomik Hayat: Kazanç, Zekat ve İsraf",09.05.2025,"VAKIF: YARATAN’A HÜRMET, YARATILANA MERHAMET"
Tevbe,111,4,"Allah, müminlerden, mallarını ve canlarını cennet karşılığında satın almıştır","Vatan, Millet ve Tarih",25.08.2017,ZAFERLER ALLAH'TANDIR (MALAZGİRT ZAFERİ)
Tevbe,111,4,"Allah, müminlerden, mallarını ve canlarını cennet karşılığında satın almıştır","Vatan, Millet ve Tarih",29.08.2014,ZAFERLER ALLAH’TANDIR
Tevbe,111,4,"Şüphesiz Allah, müminlerden canlarını ve mallarını, kendilerine vereceği cennet karşılığında satın almıştır…","Vatan, Millet ve Tarih",30.08.2024,"BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH"
Tevbe,40,4,Üzülme! Allah bizimle beraberdir,"Vatan, Millet ve Tarih",10.07.2026,DİN İSTİSMARI
Tevbe,40,4,Üzülme! Allah bizimle beraberdir,"Ahlak, Erdem ve Söz",10.11.2017,ÖRNEK İNSAN: MÜMİN
Tevbe,40,4,Şüphesiz Allah bizimle beraberdir,"İman, Tevhid ve Ahiret",13.12.2013,DÜNYADA YOLCU OLABİLMEK!
Tevbe,40,4,Üzülme! Endişelenme! Zira Allah bizimle beraberdir.,"İman, Tevhid ve Ahiret",21.04.2017,MÜMİN GÜVENEN VE GÜVENİLEN İNSANDIR
Tin,4,4,"Biz, insanı gerçekten en güzel biçimde yarattık.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",02.12.2022,"ENGEL OLMA, FARKINDA OL"
Tin,4,4,Biz insanı en güzel biçimde yarattık. Sonra onu aşağıların aşağısına indirdik. Ancak iman edip yararlı işler yapanlar müstesna! Onlar için kesintisiz bir ödül vardır.,"İman, Tevhid ve Ahiret",03.01.2020,"İNSAN, İMAN VE HAYAT"
Tin,4,4,Şüphesiz biz insanı en güzel biçimde yarattık.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",03.12.2021,ENGELLERİ HEP BİRLİKTE VE SEVGİYLE AŞALIM
Tin,4,4,"Biz, gerçekten insanı en güzel bir biçimde yarattık.",Peygamberimiz ve Ashab,12.04.2013,PEYGAMBERİMİZ VE İNSAN ONURU
Zilzal,7,4,Kim zerre ağırlığınca bir hayır işlerse onun mükâfatını görecektir. Kim de zerre ağırlığınca bir kötülük işlerse onun cezasını görecektir.,"İman, Tevhid ve Ahiret",05.06.2020,AHİRETE İNANAN MÜMİN
Zilzal,7,4,Kim zerre miktarı hayır işlerse mutlaka karşılığını görecektir. Kim de zerre miktarı şer işlerse karşılığını görecektir.,"İman, Tevhid ve Ahiret",06.05.2016,O BÜYÜK GÜNE HAZIR MIYIZ?
Zilzal,7,4,Kim zerre ağırlığınca bir hayır işlerse onun mükâfatını görecektir. Kim de zerre ağırlığınca bir kötülük işlerse onun cezasını görecektir.,"İman, Tevhid ve Ahiret",08.10.2021,SONSUZ HAYAT AHİRET
Zilzal,7,4,Her kim zerre ağırlığınca bir hayır işlerse onun mükâfatını görecektir. Kim de zerre ağırlığınca kötülük işlerse onun cezasını görecektir.,"İman, Tevhid ve Ahiret",27.02.2015,ÖLÜM VE ÖTESİ
İbrahim,40,4,Rabbim! Beni namaza devam eden bir kimse eyle. Soyumdan da böyle kimseler yarat. Rabbimiz! Duamı kabul eyle.,"Aile, Çocuk ve Nesil",09.06.2017,KUR’AN AYINDA KUR’AN’LA BULUŞALIM
İbrahim,40,4,Rabbim! Beni ve soyumdan gelecekleri namazı devamlı kılanlardan eyle.,İbadet ve Kulluk,09.10.2015,NAMAZ DİRİLİŞTİR
İbrahim,40,4,"Rabbim! Beni ve çocuklarımı namaz kılanlardan eyle. Rabbimiz! Duamı kabul buyur. Hesap görülecek günde, beni, anamı babamı ve inananları bağışla.",İbadet ve Kulluk,16.01.2015,"BİR TEKELLÜF DEĞİL, NİMET OLARAK NAMAZ"
İbrahim,40,4,Rabbim! Beni ve soyumdan gelecek olanları namaza devam edenlerden eyle!,"Aile, Çocuk ve Nesil",23.06.2023,BABA: CENNETE AÇILAN KAPI
Ahzab,45,3,"Ey Peygamber! Biz seni bir şahit, bir müjdeleyici, bir uyarıcı; Allah'ın izniyle kendi yoluna çağıran bir davetçi ve aydınlatıcı bir kandil olarak gönderdik.",Peygamberimiz ve Ashab,02.01.2015,MEVLİD: RAHMET ELÇİSİNİN DÜNYAYI TEŞRİFİ
Ahzab,45,3,"Ey Peygamber! Biz seni bir şahit, bir müjdeleyici, bir uyarıcı; Allah'ın izniyle kendi yoluna çağıran bir davetçi ve aydınlatıcı bir kandil olarak gönderdik.","Kandiller, Muharrem ve Mübarek Geceler",16.11.2018,MEVLİD-İ NEBİ
Ahzab,45,3,"Ey Peygamber! Biz seni bir şahit, bir müjdeleyici, bir uyarıcı; Allah’ın izniyle kendi yoluna çağıran bir davetçi ve aydınlatıcı bir kandil olarak gönderdik.",Peygamberimiz ve Ashab,21.08.2026,MEVLİD-İ NEBİ
Al-i İmran,134,3,"Onlar bollukta ve darlıkta Allah yolunda infak edenlerdir, öfkelerine hâkim olanlardır, insanları affedenlerdir.","Sabır, Tevekkül ve Manevi Olgunluk",01.04.2016,ÖFKEYE HÂKİM OLABİLMEK
Al-i İmran,134,3,"O takvâ sahipleri ki, bollukta da darlıkta da Allah için infak ederler; öfkelerini yutarlar ve insanları affederler…","Ahlak, Erdem ve Söz",06.06.2025,MÜSLÜMANIN BİR DURUŞU VARDIR
Al-i İmran,134,3,Onlar bollukta ve darlıkta Allah yolunda harcayanlardır. Öfkelerini yenenlerdir. İnsanları affedenlerdir. Allah iyilik edenleri sever.,"Ahlak, Erdem ve Söz",19.04.2024,HAYATIN HER ALANINDA ÖFKEMİZE HÂKİM OLALIM
Al-i İmran,161,3,"Kim devlet malına hıyanet ederse, kıyamet günü, hainlik ettiği şeyin günahı boynuna asılı olarak gelir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.10.2022,KUL VE KAMU HAKKI
Al-i İmran,161,3,"Hiçbir peygamberin emanete hıyanet etmesi düşünülemez. Kim emanete, devlet malına hıyanet ederse, kıyamet günü, hainlik ettiği şeyin günahı, boynuna asılı olarak gelir. Sonra da hiçbir haksızlığa uğratılmaksızın herkese kazandığının karşılığı tastamam ödenir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",18.10.2019,KUL VE KAMU HAKKI
Al-i İmran,161,3,"…Kim, kamu malına ihanet ederse, kıyamet günü, hainlik ettiği şeyin günahı, boynuna asılı olarak gelir...","Ekonomik Hayat: Kazanç, Zekat ve İsraf",27.06.2025,KAMU HAKKI DOKUNULMAZDIR
Al-i İmran,164,3,"Andolsun Allah müminlere, kendi içlerinden, onlara ayetlerini okuyan, onları arıtıp tertemiz yapan, onlara kitap ve hikmeti öğreten bir peygamber göndermekle büyük bir lütufta bulunmuştur...",Peygamberimiz ve Ashab,03.02.2012,MEVLİD-İ NEBİ
Al-i İmran,164,3,"Allah, müminlere kendi içlerinden; onlara ayetlerini okuyan, onları günahlardan arındırıp tertemiz yapan, onlara kitap ve hikmeti öğreten bir peygamber göndermekle büyük bir lütufta bulunmuştur...","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",22.11.2024,"İLİM İZZETE, ŞİDDET ZİLLETE GÖTÜRÜR"
Al-i İmran,164,3,"Andolsun ki Allah, müminlere kendi içlerinden; onlara ayetlerini okuyan, onları arındırıp tertemiz yapan, onlara Kitap ve hikmeti öğreten bir peygamber göndermekle büyük bir lütufta bulunmuştur.","Kandiller, Muharrem ve Mübarek Geceler",23.10.2020,MEVLİD-İ NEBİ
Al-i İmran,169,3,Allah yolunda öldürülenlere sakın ölüler demeyin. Bilâkis onlar diridirler; Rableri katında rızıklara mazhar olmaktadırlar.,"Vatan, Millet ve Tarih",14.11.2025,VATAN VE MİLLET RUHUMUZ
